N°,Ubigeo,Empresa Operadora,Region,Provincia,Distrito,Centro Poblado,2G,3G,4G,5G
5973,1301010003,América Móvil Perú S.A.C.,LA LIBERTAD,TRUJILLO,TRUJILLO,EL PALMO,2.0,2.0,2.0,
5974,1301020001,América Móvil Perú S.A.C.,LA LIBERTAD,TRUJILLO,EL PORVENIR,EL PORVENIR,14.0,16.0,16.0,
5975,1301030001,América Móvil Perú S.A.C.,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,FLORENCIA DE MORA,4.0,4.0,3.0,
5976,1301040001,América Móvil Perú S.A.C.,LA LIBERTAD,TRUJILLO,HUANCHACO,HUANCHACO,2.0,3.0,5.0,
5977,1301040004,América Móvil Perú S.A.C.,LA LIBERTAD,TRUJILLO,HUANCHACO,EL MILAGRO,4.0,5.0,5.0,
5978,1301040005,América Móvil Perú S.A.C.,LA LIBERTAD,TRUJILLO,HUANCHACO,LOS HUERTOS,,1.0,1.0,
5979,1301040006,América Móvil Perú S.A.C.,LA LIBERTAD,TRUJILLO,HUANCHACO,EL TABLAZO,,,4.0,
5980,1301040009,América Móvil Perú S.A.C.,LA LIBERTAD,TRUJILLO,HUANCHACO,HUANCHAQUITO ALTO,4.0,4.0,4.0,
5981,1301040012,América Móvil Perú S.A.C.,LA LIBERTAD,TRUJILLO,HUANCHACO,VILLA DEL MAR,1.0,1.0,1.0,
5982,1301040019,América Móvil Perú S.A.C.,LA LIBERTAD,TRUJILLO,HUANCHACO,VILLA LOS ANGELES,,1.0,1.0,
5983,1301050001,América Móvil Perú S.A.C.,LA LIBERTAD,TRUJILLO,LA ESPERANZA,LA ESPERANZA,12.0,15.0,16.0,
5984,1301060001,América Móvil Perú S.A.C.,LA LIBERTAD,TRUJILLO,LAREDO,LAREDO,2.0,2.0,4.0,
5985,1301060012,América Móvil Perú S.A.C.,LA LIBERTAD,TRUJILLO,LAREDO,CERRO BLANCO,,1.0,1.0,
5986,1301070001,América Móvil Perú S.A.C.,LA LIBERTAD,TRUJILLO,MOCHE,MOCHE,3.0,3.0,4.0,
5987,1301070005,América Móvil Perú S.A.C.,LA LIBERTAD,TRUJILLO,MOCHE,LA COBRANZA,1.0,1.0,1.0,
5988,1301080001,América Móvil Perú S.A.C.,LA LIBERTAD,TRUJILLO,POROTO,POROTO,1.0,1.0,1.0,
5989,1301090001,América Móvil Perú S.A.C.,LA LIBERTAD,TRUJILLO,SALAVERRY,SALAVERRY,1.0,3.0,3.0,
5990,1301090003,América Móvil Perú S.A.C.,LA LIBERTAD,TRUJILLO,SALAVERRY,ALTO SALAVERRY,2.0,2.0,2.0,
5991,1301090005,América Móvil Perú S.A.C.,LA LIBERTAD,TRUJILLO,SALAVERRY,LOS ANDES,1.0,1.0,1.0,
5992,1301100001,América Móvil Perú S.A.C.,LA LIBERTAD,TRUJILLO,SIMBAL,SIMBAL,1.0,1.0,1.0,
5993,1301110001,América Móvil Perú S.A.C.,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,BUENOS AIRES,12.0,16.0,18.0,
5994,1302010001,América Móvil Perú S.A.C.,LA LIBERTAD,ASCOPE,ASCOPE,ASCOPE,1.0,1.0,1.0,
5995,1302020001,América Móvil Perú S.A.C.,LA LIBERTAD,ASCOPE,CHICAMA,CHICAMA,1.0,1.0,1.0,
5996,1302020005,América Móvil Perú S.A.C.,LA LIBERTAD,ASCOPE,CHICAMA,SAUSAL,1.0,1.0,1.0,
5997,1302020022,América Móvil Perú S.A.C.,LA LIBERTAD,ASCOPE,CHICAMA,LA CAMPIÑA,1.0,1.0,1.0,
5998,1302020023,América Móvil Perú S.A.C.,LA LIBERTAD,ASCOPE,CHICAMA,PASCONA BAJA,1.0,1.0,1.0,
5999,1302030001,América Móvil Perú S.A.C.,LA LIBERTAD,ASCOPE,CHOCOPE,CHOCOPE,1.0,1.0,1.0,
6000,1302050001,América Móvil Perú S.A.C.,LA LIBERTAD,ASCOPE,PAIJAN,PAIJAN,2.0,2.0,2.0,
6001,1302060001,América Móvil Perú S.A.C.,LA LIBERTAD,ASCOPE,RAZURI,PUERTO DE MALABRIGO,1.0,1.0,1.0,
6002,1302060025,América Móvil Perú S.A.C.,LA LIBERTAD,ASCOPE,RAZURI,LA GRANJA,1.0,1.0,1.0,
6003,1302070001,América Móvil Perú S.A.C.,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,SANTIAGO DE CAO,1.0,1.0,1.0,
6004,1302070004,América Móvil Perú S.A.C.,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,SUMANIQUE,1.0,1.0,1.0,
6005,1302070011,América Móvil Perú S.A.C.,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,CHIQUITOY,1.0,1.0,1.0,
6006,1302080001,América Móvil Perú S.A.C.,LA LIBERTAD,ASCOPE,CASA GRANDE,CASA GRANDE,1.0,1.0,1.0,
6007,1302080024,América Móvil Perú S.A.C.,LA LIBERTAD,ASCOPE,CASA GRANDE,ROMA,1.0,1.0,1.0,
6008,1303010085,América Móvil Perú S.A.C.,LA LIBERTAD,BOLIVAR,BOLIVAR,PORVENIR,1.0,1.0,1.0,
6009,1303020001,América Móvil Perú S.A.C.,LA LIBERTAD,BOLIVAR,BAMBAMARCA,BAMBAMARCA,1.0,1.0,1.0,
6010,1303020006,América Móvil Perú S.A.C.,LA LIBERTAD,BOLIVAR,BAMBAMARCA,SICHAYA,1.0,,,
6011,1303020018,América Móvil Perú S.A.C.,LA LIBERTAD,BOLIVAR,BAMBAMARCA,TRIGOBAMBA,1.0,1.0,1.0,
6012,1303020030,América Móvil Perú S.A.C.,LA LIBERTAD,BOLIVAR,BAMBAMARCA,CANAQUILES,1.0,,,
6013,1303040001,América Móvil Perú S.A.C.,LA LIBERTAD,BOLIVAR,LONGOTEA,LONGOTEA,1.0,,,
6014,1303050018,América Móvil Perú S.A.C.,LA LIBERTAD,BOLIVAR,UCHUMARCA,SHELAPE,1.0,1.0,1.0,
6015,1304010001,América Móvil Perú S.A.C.,LA LIBERTAD,CHEPEN,CHEPEN,CHEPEN,3.0,3.0,3.0,
6016,1304010031,América Móvil Perú S.A.C.,LA LIBERTAD,CHEPEN,CHEPEN,MANCOCHE ALTO,1.0,1.0,1.0,
6017,1304020001,América Móvil Perú S.A.C.,LA LIBERTAD,CHEPEN,PACANGA,PACANGA,1.0,1.0,1.0,
6018,1304020004,América Móvil Perú S.A.C.,LA LIBERTAD,CHEPEN,PACANGA,PAMPA LAS SANDIAS,2.0,2.0,2.0,
6019,1304020019,América Móvil Perú S.A.C.,LA LIBERTAD,CHEPEN,PACANGA,PACANGUILLA,1.0,1.0,1.0,
6020,1304030001,América Móvil Perú S.A.C.,LA LIBERTAD,CHEPEN,PUEBLO NUEVO,PUEBLO NUEVO,1.0,1.0,1.0,
6021,1305010001,América Móvil Perú S.A.C.,LA LIBERTAD,JULCAN,JULCAN,JULCAN,1.0,1.0,1.0,
6022,1305020029,América Móvil Perú S.A.C.,LA LIBERTAD,JULCAN,CALAMARCA,LOS LLOQUES,1.0,,,
6023,1305020034,América Móvil Perú S.A.C.,LA LIBERTAD,JULCAN,CALAMARCA,UNGUAY,1.0,1.0,1.0,
6024,1305030003,América Móvil Perú S.A.C.,LA LIBERTAD,JULCAN,CARABAMBA,RIMBARA,1.0,1.0,1.0,
6025,1305030015,América Móvil Perú S.A.C.,LA LIBERTAD,JULCAN,CARABAMBA,MULLAMONDAY,1.0,,,
6026,1305030019,América Móvil Perú S.A.C.,LA LIBERTAD,JULCAN,CARABAMBA,VICTOR RAUL,1.0,1.0,1.0,
6027,1305030023,América Móvil Perú S.A.C.,LA LIBERTAD,JULCAN,CARABAMBA,SATAPAMPA,1.0,,,
6028,1305040001,América Móvil Perú S.A.C.,LA LIBERTAD,JULCAN,HUASO,HUASO,1.0,1.0,1.0,
6029,1305040002,América Móvil Perú S.A.C.,LA LIBERTAD,JULCAN,HUASO,HUARISMALCA,1.0,,,
6030,1305040006,América Móvil Perú S.A.C.,LA LIBERTAD,JULCAN,HUASO,CUSHURUPAMBA,1.0,,,
6031,1305040011,América Móvil Perú S.A.C.,LA LIBERTAD,JULCAN,HUASO,KENTI,1.0,,,
6032,1305040024,América Móvil Perú S.A.C.,LA LIBERTAD,JULCAN,HUASO,SANTA E LENA,1.0,1.0,1.0,
6033,1306010001,América Móvil Perú S.A.C.,LA LIBERTAD,OTUZCO,OTUZCO,OTUZCO,,1.0,1.0,
6034,1306010024,América Móvil Perú S.A.C.,LA LIBERTAD,OTUZCO,OTUZCO,PACHIN BAJO,1.0,1.0,1.0,
6035,1306010028,América Móvil Perú S.A.C.,LA LIBERTAD,OTUZCO,OTUZCO,SAN BENANCIO,1.0,1.0,1.0,
6036,1306010033,América Móvil Perú S.A.C.,LA LIBERTAD,OTUZCO,OTUZCO,SAN ISIDRO,1.0,1.0,1.0,
6037,1306040006,América Móvil Perú S.A.C.,LA LIBERTAD,OTUZCO,CHARAT,SAÑUMAS,,1.0,1.0,
6038,1306110001,América Móvil Perú S.A.C.,LA LIBERTAD,OTUZCO,SALPO,SALPO,1.0,1.0,1.0,
6039,1306130015,América Móvil Perú S.A.C.,LA LIBERTAD,OTUZCO,SINSICAP,COMPIN,1.0,1.0,1.0,
6040,1306130033,América Móvil Perú S.A.C.,LA LIBERTAD,OTUZCO,SINSICAP,IRIPIDAY,1.0,1.0,1.0,
6041,1306140064,América Móvil Perú S.A.C.,LA LIBERTAD,OTUZCO,USQUIL,EL PROGRESO,1.0,1.0,1.0,
6042,1306140077,América Móvil Perú S.A.C.,LA LIBERTAD,OTUZCO,USQUIL,CESAR VALLEJO,,1.0,1.0,
6043,1307010001,América Móvil Perú S.A.C.,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,SAN PEDRO DE LLOC,1.0,2.0,2.0,
6044,1307010014,América Móvil Perú S.A.C.,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,PUEMAPE,,1.0,1.0,
6045,1307020001,América Móvil Perú S.A.C.,LA LIBERTAD,PACASMAYO,GUADALUPE,GUADALUPE,1.0,1.0,1.0,
6046,1307020014,América Móvil Perú S.A.C.,LA LIBERTAD,PACASMAYO,GUADALUPE,CERRO AZUL,1.0,1.0,1.0,
6047,1307020023,América Móvil Perú S.A.C.,LA LIBERTAD,PACASMAYO,GUADALUPE,LIMONCARRO (LIMON CARRO),1.0,1.0,1.0,
6048,1307020025,América Móvil Perú S.A.C.,LA LIBERTAD,PACASMAYO,GUADALUPE,CIUDAD DE DIOS,1.0,1.0,1.0,
6049,1307030001,América Móvil Perú S.A.C.,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,JEQUETEPEQUE,1.0,1.0,1.0,
6050,1307040001,América Móvil Perú S.A.C.,LA LIBERTAD,PACASMAYO,PACASMAYO,PACASMAYO,2.0,4.0,7.0,
6051,1307050001,América Móvil Perú S.A.C.,LA LIBERTAD,PACASMAYO,SAN JOSE,SAN JOSE,1.0,1.0,1.0,
6052,1307050002,América Móvil Perú S.A.C.,LA LIBERTAD,PACASMAYO,SAN JOSE,CRUCE SAN MARTIN DE PORRES (EL CRUCE),1.0,1.0,1.0,
6053,1308010001,América Móvil Perú S.A.C.,LA LIBERTAD,PATAZ,TAYABAMBA,TAYABAMBA,1.0,3.0,1.0,
6054,1308010032,América Móvil Perú S.A.C.,LA LIBERTAD,PATAZ,TAYABAMBA,SAN PEDRO,1.0,1.0,1.0,
6055,1308030033,América Móvil Perú S.A.C.,LA LIBERTAD,PATAZ,CHILLIA,SAUCOPATA,1.0,1.0,1.0,
6056,1308040022,América Móvil Perú S.A.C.,LA LIBERTAD,PATAZ,HUANCASPATA,MANCANITO,1.0,1.0,1.0,
6057,1308060046,América Móvil Perú S.A.C.,LA LIBERTAD,PATAZ,HUAYO,BUENOS AIRES,,1.0,1.0,
6058,1308060050,América Móvil Perú S.A.C.,LA LIBERTAD,PATAZ,HUAYO,CHINCHO,1.0,1.0,1.0,
6059,1308070040,América Móvil Perú S.A.C.,LA LIBERTAD,PATAZ,ONGON,SAN FRANCISCO,1.0,,,
6060,1308080001,América Móvil Perú S.A.C.,LA LIBERTAD,PATAZ,PARCOY,PARCOY,,1.0,1.0,
6061,1308080033,América Móvil Perú S.A.C.,LA LIBERTAD,PATAZ,PARCOY,CONTUYO,1.0,1.0,1.0,
6062,1308080034,América Móvil Perú S.A.C.,LA LIBERTAD,PATAZ,PARCOY,RETAMAS,,1.0,1.0,
6063,1308080047,América Móvil Perú S.A.C.,LA LIBERTAD,PATAZ,PARCOY,LLACUABAMBA,1.0,1.0,1.0,
6064,1308080048,América Móvil Perú S.A.C.,LA LIBERTAD,PATAZ,PARCOY,LOS ALISOS,1.0,1.0,1.0,
6065,1308090001,América Móvil Perú S.A.C.,LA LIBERTAD,PATAZ,PATAZ,PATAZ,1.0,1.0,1.0,
6066,1308090028,América Móvil Perú S.A.C.,LA LIBERTAD,PATAZ,PATAZ,CEDRO,1.0,4.0,4.0,
6067,1308090039,América Móvil Perú S.A.C.,LA LIBERTAD,PATAZ,PATAZ,HUALANGA,,1.0,1.0,
6068,1308090042,América Móvil Perú S.A.C.,LA LIBERTAD,PATAZ,PATAZ,ZARUMILLA,1.0,1.0,1.0,
6069,1308090079,América Móvil Perú S.A.C.,LA LIBERTAD,PATAZ,PATAZ,PAMPA LA TUNA,,1.0,,
6070,1309010001,América Móvil Perú S.A.C.,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,HUAMACHUCO,3.0,3.0,3.0,
6071,1309010011,América Móvil Perú S.A.C.,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,SANJAPAMPA,1.0,1.0,1.0,
6072,1309010031,América Móvil Perú S.A.C.,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,SHIRACMACA,1.0,1.0,1.0,
6073,1309010033,América Móvil Perú S.A.C.,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,SANTA CRUZ,1.0,1.0,1.0,
6074,1309010037,América Móvil Perú S.A.C.,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,MOLINO GRANDE,1.0,1.0,1.0,
6075,1309010047,América Móvil Perú S.A.C.,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,LA ARENA,1.0,2.0,2.0,
6076,1309010062,América Móvil Perú S.A.C.,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,QUINTA BAJA,1.0,1.0,1.0,
6077,1309010064,América Móvil Perú S.A.C.,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,COIGOBAMBA BAJA,,1.0,1.0,
6078,1309010070,América Móvil Perú S.A.C.,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,CASUMACA,,1.0,1.0,
6079,1309020002,América Móvil Perú S.A.C.,LA LIBERTAD,SANCHEZ CARRION,CHUGAY,CONVENTO,1.0,1.0,,
6080,1309020014,América Móvil Perú S.A.C.,LA LIBERTAD,SANCHEZ CARRION,CHUGAY,EL CALLEJON,1.0,1.0,1.0,
6081,1309020030,América Móvil Perú S.A.C.,LA LIBERTAD,SANCHEZ CARRION,CHUGAY,LICAME,1.0,1.0,,
6082,1309020035,América Móvil Perú S.A.C.,LA LIBERTAD,SANCHEZ CARRION,CHUGAY,MACULLIDA,2.0,2.0,1.0,
6083,1309020042,América Móvil Perú S.A.C.,LA LIBERTAD,SANCHEZ CARRION,CHUGAY,PAMPA DEL CONDOR,1.0,1.0,1.0,
6084,1309020065,América Móvil Perú S.A.C.,LA LIBERTAD,SANCHEZ CARRION,CHUGAY,EL CAISIS,1.0,1.0,1.0,
6085,1309020071,América Móvil Perú S.A.C.,LA LIBERTAD,SANCHEZ CARRION,CHUGAY,HUAGUIL,1.0,1.0,,
6086,1309020090,América Móvil Perú S.A.C.,LA LIBERTAD,SANCHEZ CARRION,CHUGAY,EL ALIZAR,,1.0,1.0,
6087,1309020093,América Móvil Perú S.A.C.,LA LIBERTAD,SANCHEZ CARRION,CHUGAY,CANUCUBAMBA,1.0,1.0,1.0,
6088,1309030004,América Móvil Perú S.A.C.,LA LIBERTAD,SANCHEZ CARRION,COCHORCO,ARAGOSTAY,,1.0,1.0,
6089,1309040022,América Móvil Perú S.A.C.,LA LIBERTAD,SANCHEZ CARRION,CURGOS,SAYAPAMPA,1.0,1.0,1.0,
6090,1309040028,América Móvil Perú S.A.C.,LA LIBERTAD,SANCHEZ CARRION,CURGOS,SHIRACPATA,1.0,1.0,1.0,
6091,1309060039,América Móvil Perú S.A.C.,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,LOS LOROS,2.0,1.0,1.0,
6092,1309060066,América Móvil Perú S.A.C.,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,CHIRCUCHO,1.0,1.0,1.0,
6093,1309070035,América Móvil Perú S.A.C.,LA LIBERTAD,SANCHEZ CARRION,SARIN,MUMALQUITA,1.0,,,
6094,1309070106,América Móvil Perú S.A.C.,LA LIBERTAD,SANCHEZ CARRION,SARIN,OROGOLL,1.0,1.0,1.0,
6095,1309080027,América Móvil Perú S.A.C.,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,LA VICTORIA,,1.0,1.0,
6096,1309080112,América Móvil Perú S.A.C.,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,SECTOR HUALANGO,1.0,1.0,1.0,
6097,1310010001,América Móvil Perú S.A.C.,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,1.0,2.0,2.0,
6098,1310010067,América Móvil Perú S.A.C.,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,PARAÑIDA,1.0,1.0,1.0,
6099,1310020010,América Móvil Perú S.A.C.,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,LACAPAMBA,1.0,1.0,1.0,
6100,1310030045,América Móvil Perú S.A.C.,LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,HUACABALI,1.0,1.0,1.0,
6101,1310040015,América Móvil Perú S.A.C.,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEBAMBA,CHAMISBAL,1.0,1.0,1.0,
6102,1310060001,América Móvil Perú S.A.C.,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,QUIRUVILCA,1.0,1.0,1.0,
6103,1310060010,América Móvil Perú S.A.C.,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,QUESQUENDA,3.0,3.0,3.0,
6104,1310060011,América Móvil Perú S.A.C.,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,CALLACUYAN,1.0,1.0,1.0,
6105,1310060015,América Móvil Perú S.A.C.,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,TRES AMIGOS,,1.0,1.0,
6106,1310070007,América Móvil Perú S.A.C.,LA LIBERTAD,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA,ALGALLAMA,,1.0,1.0,
6107,1310080001,América Móvil Perú S.A.C.,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,SITABAMBA,1.0,,,
6108,1311010001,América Móvil Perú S.A.C.,LA LIBERTAD,GRAN CHIMU,CASCAS,CASCAS,1.0,1.0,1.0,
6109,1311010046,América Móvil Perú S.A.C.,LA LIBERTAD,GRAN CHIMU,CASCAS,EL ZAPOTE,1.0,1.0,1.0,
6110,1311020027,América Móvil Perú S.A.C.,LA LIBERTAD,GRAN CHIMU,LUCMA,CHUMULLACHI,1.0,1.0,1.0,
6111,1311020042,América Móvil Perú S.A.C.,LA LIBERTAD,GRAN CHIMU,LUCMA,AGUA AGRIA,1.0,,,
6112,1311020107,América Móvil Perú S.A.C.,LA LIBERTAD,GRAN CHIMU,LUCMA,QUILCA,1.0,1.0,1.0,
6113,1311040001,América Móvil Perú S.A.C.,LA LIBERTAD,GRAN CHIMU,SAYAPULLO,SAYAPULLO,1.0,1.0,1.0,
6114,1312010001,América Móvil Perú S.A.C.,LA LIBERTAD,VIRU,VIRU,VIRU,1.0,2.0,2.0,
6115,1312010023,América Móvil Perú S.A.C.,LA LIBERTAD,VIRU,VIRU,CALIFORNIA,1.0,2.0,1.0,
6116,1312010024,América Móvil Perú S.A.C.,LA LIBERTAD,VIRU,VIRU,VICTOR RAUL,1.0,2.0,2.0,
6117,1312010027,América Móvil Perú S.A.C.,LA LIBERTAD,VIRU,VIRU,PUERTO MORIN,1.0,1.0,1.0,
6118,1312010032,América Móvil Perú S.A.C.,LA LIBERTAD,VIRU,VIRU,PUENTE VIRU,1.0,1.0,1.0,
6119,1312010043,América Móvil Perú S.A.C.,LA LIBERTAD,VIRU,VIRU,LOS LAURELES,1.0,1.0,1.0,
6120,1312010057,América Móvil Perú S.A.C.,LA LIBERTAD,VIRU,VIRU,SAN JOSE RURAL,1.0,1.0,1.0,
6121,1312010063,América Móvil Perú S.A.C.,LA LIBERTAD,VIRU,VIRU,CHACUR,1.0,,,
6122,1312010072,América Móvil Perú S.A.C.,LA LIBERTAD,VIRU,VIRU,RAMAL CHUQUIL,1.0,1.0,1.0,
6123,1312020001,América Móvil Perú S.A.C.,LA LIBERTAD,VIRU,CHAO,CHAO,2.0,3.0,3.0,
6124,1312020008,América Móvil Perú S.A.C.,LA LIBERTAD,VIRU,CHAO,SAN JORGE,,1.0,1.0,
6125,1312020027,América Móvil Perú S.A.C.,LA LIBERTAD,VIRU,CHAO,SAN CARLOS ALTO,1.0,2.0,1.0,
6126,1312020035,América Móvil Perú S.A.C.,LA LIBERTAD,VIRU,CHAO,TANGUCHE,1.0,1.0,,
6127,1312020048,América Móvil Perú S.A.C.,LA LIBERTAD,VIRU,CHAO,PAMPA EL JAIME,1.0,1.0,1.0,
6128,1312030005,América Móvil Perú S.A.C.,LA LIBERTAD,VIRU,GUADALUPITO,LAS TOTORAS,1.0,1.0,1.0,
6129,1312030008,América Móvil Perú S.A.C.,LA LIBERTAD,VIRU,GUADALUPITO,EL MOLINO,1.0,1.0,1.0,
6130,1401010001,América Móvil Perú S.A.C.,LAMBAYEQUE,CHICLAYO,CHICLAYO,CHICLAYO,27.0,33.0,39.0,
6131,1401020001,América Móvil Perú S.A.C.,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,CHONGOYAPE,2.0,2.0,2.0,
6132,1401020045,América Móvil Perú S.A.C.,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,PAMPA GRANDE,1.0,1.0,1.0,
6133,1401020058,América Móvil Perú S.A.C.,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,LAS VEGAS,1.0,1.0,1.0,
6134,1401030001,América Móvil Perú S.A.C.,LAMBAYEQUE,CHICLAYO,ETEN,ETEN,1.0,1.0,1.0,
6135,1401050001,América Móvil Perú S.A.C.,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,JOSE LEONARDO ORTIZ,10.0,11.0,11.0,
6136,1401050003,América Móvil Perú S.A.C.,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,CULPON,,1.0,1.0,
6137,1401060001,América Móvil Perú S.A.C.,LAMBAYEQUE,CHICLAYO,LA VICTORIA,LA VICTORIA,7.0,7.0,7.0,
6138,1401070001,América Móvil Perú S.A.C.,LAMBAYEQUE,CHICLAYO,LAGUNAS,MOCUPE,1.0,1.0,1.0,
6139,1401080001,América Móvil Perú S.A.C.,LAMBAYEQUE,CHICLAYO,MONSEFU,MONSEFU,3.0,3.0,3.0,
6140,1401080023,América Móvil Perú S.A.C.,LAMBAYEQUE,CHICLAYO,MONSEFU,VALENCIA,1.0,1.0,1.0,
6141,1401100001,América Móvil Perú S.A.C.,LAMBAYEQUE,CHICLAYO,OYOTUN,OYOTUN,2.0,2.0,2.0,
6142,1401110001,América Móvil Perú S.A.C.,LAMBAYEQUE,CHICLAYO,PICSI,PICSI,1.0,1.0,1.0,
6143,1401110006,América Móvil Perú S.A.C.,LAMBAYEQUE,CHICLAYO,PICSI,CAPOTE,1.0,1.0,1.0,
6144,1401120001,América Móvil Perú S.A.C.,LAMBAYEQUE,CHICLAYO,PIMENTEL,PIMENTEL,3.0,3.0,4.0,
6145,1401120008,América Móvil Perú S.A.C.,LAMBAYEQUE,CHICLAYO,PIMENTEL,LA PRADERA,3.0,5.0,5.0,
6146,1401120011,América Móvil Perú S.A.C.,LAMBAYEQUE,CHICLAYO,PIMENTEL,PALO BLANCO,,1.0,1.0,
6147,1401120017,América Móvil Perú S.A.C.,LAMBAYEQUE,CHICLAYO,PIMENTEL,LA GARITA,1.0,1.0,2.0,
6148,1401130015,América Móvil Perú S.A.C.,LAMBAYEQUE,CHICLAYO,REQUE,LAS DELICIAS,1.0,1.0,1.0,
6149,1401130016,América Móvil Perú S.A.C.,LAMBAYEQUE,CHICLAYO,REQUE,NUEVO REQUE,,1.0,1.0,
6150,1401140001,América Móvil Perú S.A.C.,LAMBAYEQUE,CHICLAYO,SANTA ROSA,SANTA ROSA,1.0,2.0,2.0,
6151,1401150001,América Móvil Perú S.A.C.,LAMBAYEQUE,CHICLAYO,SAÑA,SAÑA,1.0,1.0,1.0,
6152,1401150002,América Móvil Perú S.A.C.,LAMBAYEQUE,CHICLAYO,SAÑA,SALTUR,1.0,1.0,1.0,
6153,1401160001,América Móvil Perú S.A.C.,LAMBAYEQUE,CHICLAYO,CAYALTI,CAYALTI,1.0,1.0,1.0,
6154,1401160005,América Móvil Perú S.A.C.,LAMBAYEQUE,CHICLAYO,CAYALTI,CERRO LEON,1.0,1.0,1.0,
6155,1401170001,América Móvil Perú S.A.C.,LAMBAYEQUE,CHICLAYO,PATAPO,PATAPO,1.0,1.0,1.0,
6156,1401180001,América Móvil Perú S.A.C.,LAMBAYEQUE,CHICLAYO,POMALCA,POMALCA,1.0,1.0,1.0,
6157,1401190001,América Móvil Perú S.A.C.,LAMBAYEQUE,CHICLAYO,PUCALA,PUCALA,1.0,1.0,1.0,
6158,1401200001,América Móvil Perú S.A.C.,LAMBAYEQUE,CHICLAYO,TUMAN,TUMAN,1.0,2.0,2.0,
6159,1402010001,América Móvil Perú S.A.C.,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,FERREÑAFE,2.0,2.0,2.0,
6160,1402020001,América Móvil Perú S.A.C.,LAMBAYEQUE,FERREÑAFE,CAÑARIS,CAÑARIS,1.0,,,
6161,1402030001,América Móvil Perú S.A.C.,LAMBAYEQUE,FERREÑAFE,INCAHUASI,INCAHUASI,1.0,1.0,1.0,
6162,1402050021,América Móvil Perú S.A.C.,LAMBAYEQUE,FERREÑAFE,PITIPO,MOTUPILLO,,1.0,1.0,
6163,1402050027,América Móvil Perú S.A.C.,LAMBAYEQUE,FERREÑAFE,PITIPO,BATAN GRANDE,1.0,1.0,1.0,
6164,1402050043,América Móvil Perú S.A.C.,LAMBAYEQUE,FERREÑAFE,PITIPO,MIGUEL GRAU,1.0,1.0,1.0,
6165,1402060001,América Móvil Perú S.A.C.,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,PUEBLO NUEVO,1.0,1.0,1.0,
6166,1403010001,América Móvil Perú S.A.C.,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,2.0,3.0,3.0,
6167,1403010025,América Móvil Perú S.A.C.,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,MOCCE ANTIGUO,,1.0,1.0,
6168,1403010061,América Móvil Perú S.A.C.,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE VIEJO,,1.0,1.0,
6169,1403010071,América Móvil Perú S.A.C.,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,NARANJAL,1.0,1.0,1.0,
